_New FP Exclusives MTO Order Template - Master Sheet - Backend Database For Exclusive Blanks
Style,PRODUCT,Fabric Code,Fabric Color Code,Print Method,Decorations,Primary Supplier ,Secondary Supplier ,Tertiary supplier,Fourth Supplier,Fifth Supplier,Sixth Supplier,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Sand - #10,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Coffee Brown - #11,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Baby Pink - #12,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Orange Red - #13,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Olive - #14,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Grey - #16,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Steel Blue - #17,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Rust Brown - #18,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Light Blue - #19,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - White - #20,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Dark Brown - #21,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Navy - #22,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Taupe - #23,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Light Mauve - #25,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Red - #26,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Silver Grey - #27,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Deep Teal - #28,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Blue - #29,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Light Blush - #31,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Bright Pink - #33,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Yellow - #34,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Deep Red - #36,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Army Green - #37,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Deep Blue - #38,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Coral Pink - #40,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Maroon - #42,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Soft Pink - #43,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Indigo - #44,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Cream - #45,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Bright Blue - #47,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Nude Pink - #49,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Charcoal Grey - #52,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Salmon - #53,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Wine - #55,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Black - #1,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - White - #2,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Wine Red - #3,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Grey - #4,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Coral - #5,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Off White - #6,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Bright Red - #7,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Yellow - #9,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Hot Pink - #10,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Navy Blue - #11,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Jet Black - #12,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Deep Purple - #13,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Plum - #14,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Steel Grey - #15,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Dark Green - #16,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Teal - #17,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Ash Grey - #19,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Chocolate Brown - #20,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Dark Teal - #21,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Taupe - #22,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Cream - #23,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Mint - #24,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Nude - #25,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Charcoal - #26,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Bright Yellow - #27,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Orange - #28,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Beige - #29,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Neon Green - #30,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Maroon - #31,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Denim Blue - #32,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Slate Grey - #33,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Dusty Pink - #34,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Purple - #35,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Light Grey - #36,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Olive - #37,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Army Green - #38,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Sage - #39,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Lime Green - #40,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Peach - #41,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Lavender - #42,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Light Blue - #44,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Cool Grey - #45,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Sand - #46,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Dark Grey - #47,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Warm Grey - #48,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Rose Pink - #49,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Sky Blue - #50,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Midnight Blue - #51,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - True Red - #52,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Crimson - #53,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Grass Green - #54,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Deep Navy - #56,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Indigo - #57,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Scarlet - #58,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Royal Purple - #59,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Fuchsia - #60,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Silver Grey - #61,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Magenta - #62,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Classic Blue - #64,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Moss Green - #65,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Lemon Yellow - #67,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Violet - #68,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Light Silver - #69,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Snow White - #70,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Apple Green - #71,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Soft Cream - #72,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Baby Blue - #73,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
FPC2 - Bella Canvas  8816,FPC2 - Bella Canvas  8816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Golden Yellow - #74,,,"Guangzhou J Shen Clothing Co., Ltd.","Dongguan Jushang Apparel Co., Ltd.",,,,,,,,,
,,,,,,,,,,,,,,,,
FPC4 - Striped T-shirts and shorts set,FPC4 - Striped T-shirts and shorts set,"Xinghai, fabric number: 3A3505",Custom Color - Same as the Proof,,,"Guangzhou J Shen Clothing Co., Ltd.",,,,,,,,,,
FPC4 - Striped T-shirts and shorts set,FPC4 - Striped T-shirts and shorts set,"Xinghai, fabric number: 3A3505",Custom Color - Light Grey with Black Stripe - #1,,,"Guangzhou J Shen Clothing Co., Ltd.",,,,,,,,,,
